Acc_X_RMS,Acc_X_absMax,Acc_X_kurtosis,Acc_X_abs_energy,Acc_X_crest_factor,Acc_X_peak_to_peak,Acc_X_shape_factor,Acc_X_impuls_factor,Acc_X_std,Acc_X_max,Messfahrt_ID,Pruefling_ID,Status
0.13642190786356473,0.5703125,1.5080426249432568,49.13287353515625,4.1805052350562955,1.1015625,1.4625072524747247,6.114019225278386,0.13625727613346808,0.5703125,1,101,OK
0.13227596057744434,0.5703125,1.6600192718284266,46.19189453125,4.193411241003568,1.125,1.4540888938949248,6.0975927130774235,0.13223310881451253,0.5546875,2,101,OK
0.1204090798159785,0.4921875,1.397233297552047,38.275634765625,4.087627783155651,0.953125,1.4340112867912684,5.861704377246775,0.1202050803394553,0.4921875,3,101,OK
0.13062286052193453,0.5234375,1.5418042127620737,45.0445556640625,3.827813891091741,1.0234375,1.4563836949839024,5.5747657384188996,0.13060043812106353,0.5,4,101,OK
0.1190870548342002,0.5703125,2.308472954688228,37.43975830078125,4.789038580171637,1.0625,1.4763876277496766,7.070477308581282,0.11880736961978323,0.5703125,5,101,OK
0.11728905795059677,0.7421875,2.5173201916259567,36.3177490234375,6.327849442806644,1.234375,1.464899410950091,9.269662921348315,0.11707164976448806,0.7421875,6,101,OK
0.13308343298895958,0.7265625,3.0913946158380847,46.757568359375,5.459451140400583,1.3828125,1.5047699148641245,8.215217827745432,0.13289983466460437,0.7265625,7,101,OK
0.11885891775977558,0.703125,3.034715047938387,37.29644775390625,5.9156268057318,1.3828125,1.482369643453898,8.76914559881897,0.11862259633910281,0.703125,8,101,OK
0.10834305014971367,0.546875,1.9333717287022232,30.9888916015625,5.047624183039906,1.0234375,1.4506412356997875,7.32229178223314,0.10811668046251363,0.546875,9,101,OK
0.11690701914139508,0.625,2.42626887046704,36.08154296875,4.276903163489841,1.125,1.4755068315627184,6.310599835661462,0.1167026145599104,0.5,10,101,OK
0.11245617767597532,0.5546875,1.8589369568128067,33.386474609375,3.959875830771143,1.0,1.449541942335428,5.740006103143119,0.11221956445177524,0.4453125,11,101,OK
0.11542070916506564,0.6484375,2.58284520193573,35.169921875,5.61803427383777,1.234375,1.463086729726873,8.219671393202791,0.11512037207088421,0.6484375,12,101,OK
0.10869404245021451,0.5390625,1.8301270068549336,31.19000244140625,4.959448446743607,0.9453125,1.4638671565412493,7.25997369574748,0.10841546846293623,0.5390625,13,101,OK
0.10785670858818346,0.5546875,2.2783492536095453,30.7113037109375,5.142818719954619,1.0546875,1.461267699708081,7.515034880923744,0.10750911926719055,0.5546875,14,101,OK
0.1089051562920604,0.53125,1.8340797409105418,31.311279296875,4.878097769542709,0.96875,1.4537896189544544,7.091727897606068,0.10865360219234052,0.53125,15,101,OK
0.11725544510706594,0.640625,1.740689279358997,36.29693603515625,5.463498939559228,1.0703125,1.443406797951977,7.886051509963207,0.11688369998864818,0.640625,16,101,OK
0.11542621742880546,0.5625,2.145024547721852,35.17327880859375,4.8732429471402225,1.03125,1.4716026181302375,7.171477079796265,0.11505229629884102,0.5625,17,101,OK
0.1356347380009284,0.9453125,4.141378062148732,48.5675048828125,5.011160931319435,1.625,1.5315675554793065,7.674931497694312,0.13545457848097683,0.6796875,18,101,OK
0.11808291122267425,0.546875,1.7142603611026912,36.81103515625,4.631279787544645,1.03125,1.4547057003414539,6.737149106817353,0.11778470590378742,0.546875,19,101,OK
0.11307442178668642,0.59375,2.404243925769265,33.75457763671875,4.283683191533518,1.078125,1.487642928174307,6.372591006423983,0.11285718762392079,0.484375,20,101,OK
0.10431245716223679,0.4296875,1.7816344233149897,28.72607421875,4.119234765333047,0.859375,1.4510647754101373,5.977276469619628,0.10379816009523905,0.4296875,21,101,OK
0.10147596109153516,0.46875,1.3826189996008056,27.18505859375,3.849433854069551,0.859375,1.4235618055484704,5.479907007638658,0.10118981638913332,0.390625,22,101,OK
0.11076787858862401,0.515625,1.4208936731605295,32.39154052734375,4.655004741175528,1.0,1.4289246624419862,6.651651078450086,0.11030651694545812,0.515625,23,101,OK
0.10595623346866609,0.4765625,1.626540050628634,29.6385498046875,4.497729717250958,0.8828125,1.4397913146908334,6.475792182724787,0.10556694925083736,0.4765625,24,101,OK
0.10546809238010468,0.421875,1.497734614094119,29.3660888671875,4.00002494099895,0.8203125,1.4389445161936765,5.7558139534883725,0.10509239006127673,0.421875,25,101,OK
0.11156720656558332,0.4453125,1.4389859610754003,32.8607177734375,3.991428249467095,0.875,1.4617241952016873,5.834367245657568,0.11128891697154102,0.4453125,26,101,OK
0.11219065871935406,0.5,1.7653058259916055,33.22900390625,4.456699030983983,0.984375,1.4527692900997902,6.474555487431024,0.11191760238748104,0.5,27,101,OK
0.10733812162006455,0.609375,2.1509714099694106,30.41668701171875,4.585393265424874,1.1015625,1.4520876759618966,6.658393050162137,0.10664832436237022,0.4921875,28,101,OK
